Attack ID,Attack Date,Attack Time,Country / Territory,Certainty Level,Attack Type,Total Injured,Total Death,HC Facilities,HC Transport,HC Personnel,HC Supplies Assets,HC Warehouse Storage,HC Patients,HC Other,Type of Facility,Facility Other,HW Abduction,HW Arrest,HW Detention,Patient Abduction,Patient Arrest,Patient Detention
AFG003271,9/30/2019,13:50,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG003270,9/28/2019,13:50,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",3,0,NO,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG003269,9/28/2019,13:45,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,YES,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG003264,9/20/2019,13:35,Afghanistan,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,1,0,0,0
AFG003267,9/14/2019,13:40,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG003266,9/13/2019,13:40,Afghanistan,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,3,0,0,0
AFG003265,9/13/2019,13:40,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,YES,NO,YES,YES,NO,,Primary,,0,0,0,0,0,0
AFG003262,9/12/2019,13:35,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG003263,9/10/2019,13:35,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,1,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG003260,9/5/2019,13:30,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG003261,9/5/2019,13:30,Afghanistan,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,3,0,0,0
AFG003258,9/2/2019,13:25,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG003259,9/1/2019,13:30,Afghanistan,Confirmed,Other,0,0,YES,YES,NO,YES,NO,NO,,,,0,0,0,0,0,0
AFG003257,9/1/2019,13:25,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,1,YES,NO,YES,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG003108,8/26/2019,12:00,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG003107,8/23/2019,10:00,Afghanistan,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,NO,YES,NO,NO,NO,,,,1,0,0,0,0,0
AFG003071,8/5/2019,12:20,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG003052,7/21/2019,16:15,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",8,1,YES,NO,NO,YES,YES,YES,,Primary,,0,0,0,0,0,0
AFG003079,7/21/2019,16:15,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",8,1,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG003061,7/17/2019,Time Unknown,Afghanistan,Confirmed, Psychological violence/threat of violence/intimidation,0,0,YES,YES,YES,YES,YES,YES,,Primary,,0,0,0,0,0,0
AFG003060,7/17/2019,Time Unknown,Afghanistan,Confirmed, Psychological violence/threat of violence/intimidation,0,0,YES,YES,YES,YES,YES,YES,,Primary,,0,0,0,0,0,0
AFG003059,7/17/2019,Time Unknown,Afghanistan,Confirmed, Psychological violence/threat of violence/intimidation,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG003058,7/17/2019,Time Unknown,Afghanistan,Confirmed, Psychological violence/threat of violence/intimidation,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG003057,7/17/2019,Time Unknown,Afghanistan,Confirmed, Psychological violence/threat of violence/intimidation,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG003056,7/17/2019,Time Unknown,Afghanistan,Confirmed, Psychological violence/threat of violence/intimidation,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG003055,7/17/2019,Time Unknown,Afghanistan,Confirmed, Psychological violence/threat of violence/intimidation,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG003054,7/17/2019,Time Unknown,Afghanistan,Confirmed, Psychological violence/threat of violence/intimidation,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG003051,7/16/2019,Time Unknown,Afghanistan,Probable," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG003053,7/16/2019,13:30,Afghanistan,Confirmed," Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,YES,YES,YES,YES,YES,YES,,Primary,,0,0,0,0,0,0
AFG003065,7/15/2019,Time Unknown,Afghanistan,Confirmed, Psychological violence/threat of violence/intimidation,0,0,YES,YES,YES,YES,YES,YES,,Primary,,0,0,0,0,0,0
AFG003069,7/9/2019,Time Unknown,Afghanistan,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Psychological violence/threat of violence/intimidation",0,0,YES,NO,YES,NO,NO,NO,,Primary,,0,1,0,0,0,0
AFG003070,7/9/2019,12:00-18:00,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG003080,7/7/2019,12:00-18:00,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,2,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG003072,7/6/2019,Time Unknown,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG003064,6/29/2019,Time Unknown,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,YES,YES,YES,YES,YES,YES,,Primary,,0,0,0,0,0,0
AFG003063,6/29/2019,Time Unknown,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,YES,YES,YES,YES,YES,YES,,Primary,,0,0,0,0,0,0
AFG003062,6/29/2019,Time Unknown,Afghanistan,Confirmed, Psychological violence/threat of violence/intimidation,0,0,YES,YES,YES,YES,YES,YES,,Primary,,0,0,0,0,0,0
AFG001886,6/28/2019,11:25,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG001892,6/20/2019,12:35,Afghanistan,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,YES,NO,NO,NO,,,,1,0,0,0,0,0
AFG003068,6/15/2019,Time Unknown,Afghanistan,Confirmed," Removal of health care assets (e.g. transport, supplies, materials)",0,0,NO,YES,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG003067,6/15/2019,Time Unknown,Afghanistan,Confirmed," Removal of health care assets (e.g. transport, supplies, materials)",0,0,NO,YES,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG001891,6/9/2019,12:30,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,NO,NO,YES,NO,NO,YES,,,,0,0,0,0,0,0
AFG001890,6/9/2019,11:35,Afghanistan,Confirmed, Setting fire,0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG003066,6/6/2019,Time Unknown,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG001883,6/5/2019,11:10,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,YES,NO,YES,NO,NO,YES,,,,0,0,0,0,0,0
AFG001889,6/1/2019,11:30,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,NO,NO,,,,0,0,0,0,0,0
AFG001888,5/29/2019,11:30,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,NO,NO,,Primary,,0,0,0,0,0,0
AFG001887,5/18/2019,11:25,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,NO,NO,YES,NO,NO,YES,,,,0,0,0,0,0,0
AFG001885,5/14/2019,11:20,Afghanistan,Confirmed," Armed or violent search of health care personnel, facility or transport, Removal of health care assets (e.g. transport, supplies, materials)",0,0,YES,NO,YES,YES,NO,NO,,,,0,0,0,0,0,0
AFG001884,5/5/2019,11:15,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG001882,5/5/2019,11:10,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",4,1,NO,YES,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG001881,4/30/2019,09:30,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,1,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG001880,4/20/2019,09:25,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG001594,4/11/2019,14:40,Afghanistan,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,4,0,0,0
AFG001879,4/11/2019,09:25,Afghanistan,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Removal of health care assets (e.g. transport, supplies, materials)",0,0,NO,YES,YES,NO,NO,NO,,,,1,0,0,0,0,0
AFG001878,4/11/2019,09:15,Afghanistan,Confirmed, Assault (without weapons),2,0,NO,YES,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG001593,4/8/2019,14:40,Afghanistan,Confirmed," Removal of health care assets (e.g. transport, supplies, materials)",0,0,YES,NO,NO,YES,NO,NO,,,,0,0,0,0,0,0
AFG001591,4/8/2019,14:30,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG001590,4/8/2019,14:25,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,NO,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG001589,4/6/2019,14:20,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,NO,YES,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG001587,4/4/2019,14:10,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,1,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG001592,4/2/2019,14:40,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG001586,4/1/2019,14:10,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,4,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG001588,3/31/2019,14:15,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,YES,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG001585,3/30/2019,14:05,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,NO,NO,,,,0,0,0,0,0,0
AFG001584,3/21/2019,13:55,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG001453,3/19/2019,12:10,Afghanistan,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,NO,YES,NO,NO,NO,,,,0,1,0,0,0,0
AFG001452,3/16/2019,11:55,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG001582,3/14/2019,13:40,Afghanistan,Confirmed," Assault (without weapons), Setting fire",0,0,YES,NO,YES,YES,YES,NO,,,,0,0,0,0,0,0
AFG001499,3/14/2019,12:10,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG001498,3/14/2019,12:05,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG001451,3/7/2019,11:50,Afghanistan,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,YES,NO,NO,NO,,,,4,0,0,0,0,0
AFG001450,3/7/2019,11:50,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG001448,3/7/2019,11:45,Afghanistan,Confirmed," Armed or violent search of health care personnel, facility or transport, Assault (without weapons)",2,0,YES,NO,YES,YES,NO,NO,,,,0,0,0,0,0,0
AFG001443,3/3/2019,11:05,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG001583,2/28/2019,13:50,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG001447,2/28/2019,11:35,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG001442,2/28/2019,10:55,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",2,0,YES,NO,YES,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG001449,2/26/2019,11:45,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,1,YES,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG001435,2/14/2019,09:50,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG001446,2/12/2019,11:25,Afghanistan,Confirmed, Setting fire,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG001444,2/7/2019,11:15,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,NO,NO,NO,NO,NO,YES,,,,0,0,0,0,0,0
AFG001445,2/1/2019,11:20,Afghanistan,Confirmed," Armed or violent search of health care personnel, facility or transport",0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG001437,2/1/2019,09:55,Afghanistan,Confirmed,Other,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG001162,1/17/2019,16:25,Afghanistan,Confirmed," Assault (without weapons), Obstruction to health care delivery (e.g. physical, administrative, legal etc), Removal of health care assets (e.g. transport, supplies, materials)",1,0,YES,NO,YES,YES,NO,NO,,,,0,0,0,0,0,0
AFG001224,1/10/2019,15:55,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG001138,1/9/2019,14:00,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,YES,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG001436,1/9/2019,09:50,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG001434,1/6/2019,09:45,Afghanistan,Confirmed,Other,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG001223,1/3/2019,15:50,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG001220,1/1/2019,15:30,Afghanistan,Confirmed,Other,5,2,NO,NO,NO,NO,NO,YES,,Secondary,,0,0,0,0,0,0
AFG001141,1/1/2019,12:15,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG001497,1/1/2019,12:00,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG001441,1/1/2019,10:50,Afghanistan,Confirmed,Other,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG001439,1/1/2019,10:45,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",5,2,NO,NO,NO,NO,NO,YES,,Primary,,0,0,0,0,0,0
AFG001438,1/1/2019,10:25,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG001135,12/31/2018,23:40,Afghanistan,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,YES,NO,NO,NO,,,,0,2,0,0,0,0
AFG001163,12/10/2018,09:00,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,YES,NO,YES,NO,NO,NO,,Mobile Clinic,,0,0,0,0,0,0
AFG001140,12/1/2018,12:15,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG001134,12/1/2018,11:35,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,NO,NO,NO,NO,NO,YES,,,,0,0,0,0,0,0
AFG001433,12/1/2018,09:40,Afghanistan,Confirmed,Other,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG001144,11/10/2018,14:05,Afghanistan,Confirmed," Assault (without weapons), Psychological violence/threat of violence/intimidation",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG001154,11/1/2018,15:30,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG001153,11/1/2018,14:45,Afghanistan,Confirmed," Psychological violence/threat of violence/intimidation, Removal of health care assets (e.g. transport, supplies, materials)",0,0,NO,YES,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG001137,11/1/2018,11:50,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG001136,11/1/2018,11:45,Afghanistan,Confirmed," Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,NO,YES,NO,NO,,,,0,0,0,0,0,0
AFG001142,10/20/2018,14:40,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",2,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG001143,10/20/2018,12:55,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG001139,10/10/2018,12:10,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Removal of health care assets (e.g. transport, supplies, materials)",0,0,NO,NO,YES,YES,NO,NO,,,,0,0,0,0,0,0
AFG000786,10/7/2018,11:25,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG000783,10/2/2018,10:45,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG001151,10/1/2018,14:35,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG000721,9/30/2018,00:00,Afghanistan,Possible," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG000782,9/28/2018,22:00,Afghanistan,Confirmed," Armed or violent search of health care personnel, facility or transport, Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,NO,NO,,,,0,0,0,0,0,0
AFG000784,9/15/2018,23:00,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG000716,9/12/2018,00:00,Afghanistan,Confirmed," Setting fire, Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG000785,9/6/2018,23:10,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",2,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG000715,9/3/2018,10:30,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,YES,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG001155,9/1/2018,17:00,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG000800,9/1/2018,10:40,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG000714,8/26/2018,00:00,Afghanistan,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Militarization of a health care asset, Psychological violence/threat of violence/intimidation",0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG001150,8/14/2018,14:20,Afghanistan,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,1,NO,NO,YES,NO,NO,NO,,,,1,0,0,0,0,0
AFG000719,8/14/2018,00:00,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG000797,8/12/2018,10:00,Afghanistan,Confirmed, Psychological violence/threat of violence/intimidation,2,0,YES,NO,YES,NO,NO,YES,,,,0,0,0,0,0,0
AFG001146,8/11/2018,14:10,Afghanistan,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,YES,NO,NO,NO,,,,0,3,0,0,0,0
AFG000713,8/2/2018,21:00,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,NO,YES,YES,NO,NO,YES,,,,0,0,0,0,0,0
AFG000796,7/31/2018,14:00,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,NO,YES,NO,NO,,,,0,0,0,0,0,0
AFG000710,7/29/2018,00:00,Afghanistan,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport",0,0,YES,NO,YES,NO,NO,NO,,,,0,5,0,0,0,0
AFG000709,7/28/2018,11:20,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",9,3,YES,NO,YES,NO,NO,NO,,Other,Midwifery training school,0,0,0,0,0,0
AFG000708,7/23/2018,00:00,Afghanistan,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Removal of health care assets (e.g. transport, supplies, materials)",0,0,NO,YES,YES,NO,NO,NO,,,,1,0,0,0,0,0
AFG000801,7/21/2018,23:00,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG000712,7/21/2018,00:00,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",5,0,YES,NO,YES,NO,NO,YES,,,,0,0,0,0,0,0
AFG000717,7/21/2018,00:00,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",1,0,YES,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
